src_res,src_x,src_y,dst_res,dst_x,dst_y,sel_lo,sel_hi,passing_images,class
RMUX91,14,3,RMUX78,15,3,2,8,2,D
RMUX79,15,3,RMUX78,15,3,4,7,2,D
RMUX88,15,4,IMUX04,15,4,7,11,2,D
RMUX16,15,4,IMUX08,15,4,4,10,2,D
RMUX28,15,4,IMUX28,15,4,6,10,2,D
RMUX88,15,4,IMUX44,15,4,7,11,2,D
RMUX28,15,4,IMUX52,15,4,6,10,2,D
RMUX40,15,4,IMUX52,15,4,8,10,2,D
RMUX10,15,4,IMUX56,15,4,3,10,2,D
RMUX46,15,4,IMUX60,15,4,0,11,2,D
RMUX94,15,4,IMUX60,15,4,8,11,2,D
RMUX31,13,4,RMUX24,15,4,3,8,2,D
RMUX07,15,7,RMUX24,15,4,5,9,2,D
RMUX08,14,4,RMUX36,15,4,2,8,2,D
RMUX61,12,4,RMUX48,15,4,4,8,2,D
RMUX49,15,4,RMUX48,15,4,4,7,2,D
RMUX61,13,4,RMUX54,15,4,3,8,2,D
RMUX61,14,4,RMUX54,15,4,2,8,2,D
RMUX61,15,4,RMUX60,15,4,4,7,2,D
RMUX43,17,4,RMUX72,15,4,6,7,2,D
RMUX91,12,4,RMUX78,15,4,4,8,2,D
RMUX91,13,4,RMUX78,15,4,3,8,2,D
RMUX88,15,5,IMUX00,15,5,7,11,2,D
RMUX04,15,5,IMUX04,15,5,2,10,2,D
RMUX46,15,5,IMUX04,15,5,0,11,2,D
RMUX16,15,5,IMUX08,15,5,4,10,2,D
RMUX40,15,5,IMUX12,15,5,8,10,2,D
RMUX58,15,5,IMUX12,15,5,2,11,2,D
RMUX40,15,5,IMUX16,15,5,8,10,2,D
RMUX16,15,5,IMUX20,15,5,4,10,2,D
RMUX16,15,5,IMUX32,15,5,4,10,2,D
RMUX70,15,5,IMUX32,15,5,4,11,2,D
RMUX88,15,5,IMUX44,15,5,7,11,2,D
RMUX10,15,5,IMUX48,15,5,3,10,2,D
RMUX88,15,5,IMUX48,15,5,7,11,2,D
RMUX58,15,5,IMUX52,15,5,2,11,2,D
RMUX10,15,5,IMUX56,15,5,3,10,2,D
RMUX58,15,5,IMUX56,15,5,2,11,2,D
RMUX70,15,5,IMUX56,15,5,4,11,2,D
RMUX94,15,5,IMUX60,15,5,8,11,2,D
RMUX13,15,5,RMUX12,15,5,4,7,2,D
RMUX26,18,5,RMUX18,15,5,0,8,2,D
RMUX55,15,3,RMUX24,15,5,0,9,2,D
RMUX61,14,5,RMUX48,15,5,2,8,2,D
RMUX37,15,7,RMUX48,15,5,4,9,2,D
RMUX37,15,8,RMUX48,15,5,5,9,2,D
RMUX43,15,5,RMUX78,15,5,4,8,2,D
RMUX43,17,5,RMUX78,15,5,6,7,2,D
RMUX70,15,6,IMUX00,15,6,4,11,2,D
RMUX28,15,6,IMUX16,15,6,6,10,2,D
RMUX88,15,6,IMUX52,15,6,7,11,2,D
RMUX10,15,6,IMUX56,15,6,3,10,2,D
RMUX28,15,6,IMUX56,15,6,6,10,2,D
RMUX25,15,3,RMUX00,15,6,1,9,2,D
RMUX49,18,6,RMUX00,15,6,0,8,2,D
RMUX79,18,6,RMUX24,15,6,0,8,2,D
RMUX79,18,6,RMUX30,15,6,0,8,2,D
RMUX80,15,9,RMUX36,15,6,5,9,2,D
RMUX37,15,9,RMUX48,15,6,5,9,2,D
RMUX13,18,6,RMUX48,15,6,0,8,2,D
RMUX61,14,6,RMUX54,15,6,2,8,2,D
RMUX70,15,7,IMUX24,15,7,4,11,2,D
RMUX76,15,7,IMUX28,15,7,5,11,2,D
RMUX22,15,7,IMUX32,15,7,5,10,2,D
RMUX94,15,7,IMUX40,15,7,8,11,2,D
RMUX88,15,7,IMUX44,15,7,7,11,2,D
RMUX34,15,7,IMUX52,15,7,7,10,2,D
RMUX70,15,7,IMUX52,15,7,4,11,2,D
OMUX13,15,7,IMUX60,15,7,2,9,2,D
RMUX25,15,3,RMUX06,15,7,2,9,2,D
RMUX74,14,7,RMUX12,15,7,2,8,2,D
RMUX26,15,7,RMUX12,15,7,4,8,2,D
RMUX26,18,7,RMUX12,15,7,0,8,2,D
RMUX19,15,7,RMUX18,15,7,4,7,2,D
RMUX80,15,10,RMUX36,15,7,5,9,2,D
RMUX08,14,7,RMUX42,15,7,2,8,2,D
RMUX80,15,10,RMUX42,15,7,5,9,2,D
RMUX13,17,7,RMUX48,15,7,6,7,2,D
RMUX85,15,5,RMUX54,15,7,0,9,2,D
RMUX67,15,7,RMUX66,15,7,4,7,2,D
RMUX91,14,7,RMUX78,15,7,2,8,2,D
RMUX79,15,7,RMUX78,15,7,4,7,2,D
RMUX64,15,8,IMUX08,15,8,3,11,2,D
RMUX46,15,8,IMUX20,15,8,0,11,2,D
RMUX70,15,8,IMUX24,15,8,4,11,2,D
RMUX46,15,8,IMUX28,15,8,0,11,2,D
RMUX64,15,8,IMUX28,15,8,3,11,2,D
RMUX46,15,8,IMUX44,15,8,0,11,2,D
RMUX04,15,8,IMUX48,15,8,2,10,2,D
RMUX25,15,4,RMUX06,15,8,2,9,2,D
RMUX49,18,8,RMUX06,15,8,0,8,2,D
RMUX02,15,5,RMUX12,15,8,1,9,2,D
RMUX13,15,8,RMUX12,15,8,4,7,2,D
RMUX26,17,8,RMUX12,15,8,6,7,2,D
RMUX50,15,12,RMUX18,15,8,6,9,2,D
RMUX19,15,8,RMUX18,15,8,4,7,2,D
RMUX26,18,8,RMUX18,15,8,0,8,2,D
RMUX61,14,8,RMUX48,15,8,2,8,2,D
RMUX13,17,8,RMUX48,15,8,6,7,2,D
RMUX13,18,8,RMUX48,15,8,0,8,2,D
RMUX61,14,8,RMUX54,15,8,2,8,2,D
RMUX37,15,12,RMUX54,15,8,6,9,2,D
RMUX91,14,8,RMUX72,15,8,2,8,2,D
RMUX20,15,8,RMUX84,15,8,4,8,2,D
RMUX04,15,9,IMUX00,15,9,2,10,2,D
RMUX16,15,9,IMUX00,15,9,4,10,2,D
RMUX04,15,9,IMUX32,15,9,2,10,2,D
RMUX28,15,9,IMUX44,15,9,6,10,2,D
RMUX70,15,9,IMUX44,15,9,4,11,2,D
RMUX16,15,9,IMUX56,15,9,4,10,2,D
RMUX64,15,9,IMUX56,15,9,3,11,2,D
RMUX74,14,9,RMUX18,15,9,2,8,2,D
RMUX08,14,9,RMUX42,15,9,2,8,2,D
RMUX61,14,9,RMUX48,15,9,2,8,2,D
RMUX49,15,9,RMUX48,15,9,4,7,2,D
RMUX62,15,6,RMUX66,15,9,1,9,2,D
RMUX91,14,9,RMUX72,15,9,2,8,2,D
RMUX43,15,9,RMUX78,15,9,4,8,2,D
RMUX43,17,9,RMUX78,15,9,6,7,2,D
RMUX46,15,10,IMUX44,15,10,0,11,2,D
RMUX04,15,10,IMUX60,15,10,2,10,2,D
RMUX49,18,10,RMUX00,15,10,0,8,2,D
RMUX26,18,10,RMUX12,15,10,0,8,2,D
RMUX26,15,10,RMUX18,15,10,4,8,2,D
RMUX02,15,8,RMUX18,15,10,0,9,2,D
RMUX32,15,7,RMUX36,15,10,1,9,2,D
RMUX67,15,10,RMUX66,15,10,4,7,2,D
RMUX91,14,10,RMUX72,15,10,2,8,2,D
RMUX43,17,10,RMUX72,15,10,6,7,2,D
RMUX19,15,6,RMUX78,15,10,2,9,2,D
RMUX43,19,10,RMUX78,15,10,1,8,2,D
RMUX64,15,11,IMUX08,15,11,3,11,2,D
RMUX46,15,11,IMUX12,15,11,0,11,2,D
RMUX70,15,11,IMUX16,15,11,4,11,2,D
RMUX40,15,11,IMUX36,15,11,8,10,2,D
RMUX70,15,11,IMUX48,15,11,4,11,2,D
RMUX40,15,11,IMUX52,15,11,8,10,2,D
RMUX49,17,11,RMUX06,15,11,6,7,2,D
RMUX49,18,11,RMUX06,15,11,0,8,2,D
RMUX26,18,11,RMUX12,15,11,0,8,2,D
RMUX26,18,11,RMUX18,15,11,0,8,2,D
OMUX37,15,12,IMUX00,15,12,7,9,2,D
RMUX52,15,12,IMUX00,15,12,1,11,2,D
RMUX64,15,12,IMUX00,15,12,3,11,2,D
RMUX70,15,12,IMUX00,15,12,4,11,2,D
RMUX94,15,12,IMUX00,15,12,8,11,2,D
RMUX82,15,12,IMUX04,15,12,6,11,2,D
RMUX52,15,12,IMUX08,15,12,1,11,2,D
RMUX64,15,12,IMUX12,15,12,3,11,2,D
RMUX52,15,12,IMUX24,15,12,1,11,2,D
RMUX94,15,12,IMUX28,15,12,8,11,2,D
RMUX16,15,12,IMUX36,15,12,4,10,2,D
RMUX04,15,12,IMUX48,15,12,2,10,2,D
RMUX28,15,12,IMUX52,15,12,6,10,2,D
RMUX26,15,12,RMUX12,15,12,4,8,2,D
RMUX26,18,12,RMUX12,15,12,0,8,2,D
RMUX19,15,12,RMUX18,15,12,4,7,2,D
RMUX02,15,9,RMUX18,15,12,1,9,2,D
RMUX79,18,12,RMUX30,15,12,0,8,2,D
RMUX86,15,12,RMUX66,15,12,4,8,2,D
RMUX43,17,12,RMUX72,15,12,6,7,2,D
RMUX43,18,12,RMUX72,15,12,0,8,2,D
RMUX40,16,1,IMUX00,16,1,8,10,2,D
RMUX64,16,1,IMUX12,16,1,3,11,2,D
RMUX88,16,1,IMUX12,16,1,7,11,2,D
RMUX28,16,1,IMUX20,16,1,6,10,2,D
RMUX94,16,1,IMUX28,16,1,8,11,2,D
RMUX28,16,1,IMUX32,16,1,6,10,2,D
RMUX40,16,1,IMUX32,16,1,8,10,2,D
RMUX88,16,1,IMUX36,16,1,7,11,2,D
RMUX34,16,1,IMUX44,16,1,7,10,2,D
RMUX46,16,1,IMUX44,16,1,0,11,2,D
RMUX94,16,1,IMUX44,16,1,8,11,2,D
RMUX70,16,1,IMUX48,16,1,4,11,2,D
RMUX46,16,1,IMUX52,16,1,0,11,2,D
RMUX10,16,1,IMUX56,16,1,3,10,2,D
RMUX22,16,1,IMUX56,16,1,5,10,2,D
RMUX76,16,1,IMUX56,16,1,5,11,2,D
RMUX49,19,1,RMUX00,16,1,0,8,2,D
RMUX01,13,1,RMUX06,16,1,4,8,2,D
RMUX26,18,1,RMUX18,16,1,6,7,2,D
RMUX31,12,1,RMUX24,16,1,5,8,2,D
RMUX25,16,1,RMUX24,16,1,4,7,2,D
RMUX08,13,1,RMUX36,16,1,4,8,2,D
RMUX61,12,1,RMUX54,16,1,5,8,2,D
RMUX64,16,2,IMUX00,16,2,3,11,2,D
RMUX70,16,2,IMUX00,16,2,4,11,2,D
RMUX22,16,2,IMUX08,16,2,5,10,2,D
RMUX10,16,2,IMUX12,16,2,3,10,2,D
RMUX34,16,2,IMUX12,16,2,7,10,2,D
RMUX70,16,2,IMUX16,16,2,4,11,2,D
RMUX46,16,2,IMUX32,16,2,0,11,2,D
RMUX94,16,2,IMUX32,16,2,8,11,2,D
RMUX70,16,2,IMUX40,16,2,4,11,2,D
RMUX64,16,2,IMUX60,16,2,3,11,2,D
RMUX01,13,2,RMUX00,16,2,4,8,2,D
RMUX49,19,2,RMUX00,16,2,0,8,2,D
RMUX74,15,2,RMUX12,16,2,2,8,2,D
RMUX74,14,2,RMUX18,16,2,3,8,2,D
RMUX19,16,2,RMUX18,16,2,4,7,2,D
RMUX26,18,2,RMUX18,16,2,6,7,2,D
RMUX31,14,2,RMUX24,16,2,3,8,2,D
RMUX79,19,2,RMUX24,16,2,0,8,2,D
RMUX07,16,6,RMUX30,16,2,6,9,2,D
RMUX80,16,2,RMUX36,16,2,1,9,2,D
RMUX80,16,2,RMUX42,16,2,1,9,2,D
RMUX61,15,2,RMUX48,16,2,2,8,2,D
RMUX49,16,2,RMUX48,16,2,4,7,2,D
RMUX38,12,2,RMUX60,16,2,5,8,2,D
RMUX43,18,2,RMUX72,16,2,6,7,2,D
RMUX85,16,2,RMUX84,16,2,4,7,2,D
RMUX01,13,3,RMUX06,16,3,4,8,2,D
RMUX74,14,3,RMUX12,16,3,3,8,2,D
RMUX13,16,3,RMUX12,16,3,4,7,2,D
RMUX26,19,3,RMUX18,16,3,0,8,2,D
RMUX31,12,3,RMUX24,16,3,5,8,2,D
RMUX31,14,3,RMUX24,16,3,3,8,2,D
RMUX79,17,3,RMUX24,16,3,5,7,2,D
RMUX08,15,3,RMUX36,16,3,2,8,2,D
RMUX37,16,3,RMUX36,16,3,4,7,2,D
RMUX08,15,3,RMUX42,16,3,2,8,2,D
RMUX43,16,3,RMUX42,16,3,4,7,2,D
RMUX61,14,3,RMUX48,16,3,3,8,2,D
RMUX61,15,3,RMUX48,16,3,2,8,2,D
RMUX49,16,3,RMUX48,16,3,4,7,2,D
RMUX13,19,3,RMUX48,16,3,0,8,2,D
RMUX61,13,3,RMUX54,16,3,4,8,2,D
RMUX37,16,6,RMUX54,16,3,5,9,2,D
RMUX91,13,3,RMUX72,16,3,4,8,2,D
RMUX91,14,3,RMUX72,16,3,3,8,2,D
RMUX91,15,3,RMUX78,16,3,2,8,2,D
RMUX91,16,3,RMUX90,16,3,4,7,2,D
RMUX40,16,4,IMUX16,16,4,8,10,2,D
RMUX01,13,4,RMUX00,16,4,4,8,2,D
RMUX74,15,4,RMUX12,16,4,2,8,2,D
RMUX74,14,4,RMUX18,16,4,3,8,2,D
RMUX31,13,4,RMUX30,16,4,4,8,2,D
RMUX31,14,4,RMUX30,16,4,3,8,2,D
RMUX08,15,4,RMUX42,16,4,2,8,2,D
RMUX80,16,7,RMUX42,16,4,5,9,2,D
RMUX49,16,4,RMUX48,16,4,4,7,2,D
RMUX13,19,4,RMUX48,16,4,0,8,2,D
RMUX61,16,4,RMUX60,16,4,4,7,2,D
RMUX91,14,4,RMUX72,16,4,3,8,2,D
RMUX43,19,4,RMUX72,16,4,0,8,2,D
RMUX91,12,4,RMUX78,16,4,5,8,2,D
RMUX91,15,4,RMUX78,16,4,2,8,2,D
RMUX68,15,4,RMUX90,16,4,2,8,2,D
RMUX34,16,5,IMUX00,16,5,7,10,2,D
RMUX70,16,5,IMUX00,16,5,4,11,2,D
RMUX64,16,5,IMUX04,16,5,3,11,2,D
RMUX76,16,5,IMUX04,16,5,5,11,2,D
RMUX16,16,5,IMUX08,16,5,4,10,2,D
RMUX64,16,5,IMUX36,16,5,3,11,2,D
RMUX70,16,5,IMUX44,16,5,4,11,2,D
RMUX88,16,5,IMUX44,16,5,7,11,2,D
RMUX16,16,5,IMUX48,16,5,4,10,2,D
RMUX34,16,5,IMUX52,16,5,7,10,2,D
RMUX34,16,5,IMUX56,16,5,7,10,2,D
RMUX34,16,5,IMUX60,16,5,7,10,2,D
RMUX49,18,5,RMUX00,16,5,6,7,2,D
RMUX02,16,2,RMUX12,16,5,1,9,2,D
RMUX02,16,2,RMUX18,16,5,1,9,2,D
RMUX31,14,5,RMUX24,16,5,3,8,2,D
RMUX79,19,5,RMUX30,16,5,0,8,2,D
RMUX56,15,5,RMUX36,16,5,5,8,2,D
RMUX32,16,2,RMUX36,16,5,1,9,2,D
RMUX08,15,5,RMUX42,16,5,2,8,2,D
RMUX80,16,8,RMUX42,16,5,5,9,2,D
RMUX38,14,5,RMUX60,16,5,3,8,2,D
RMUX67,16,5,RMUX66,16,5,4,7,2,D
RMUX43,15,5,RMUX78,16,5,5,8,2,D
RMUX43,20,5,RMUX78,16,5,1,8,2,D
RMUX68,15,5,RMUX90,16,5,2,8,2,D
RMUX91,16,5,RMUX90,16,5,4,7,2,D
RMUX58,16,6,IMUX08,16,6,2,11,2,D
RMUX82,16,6,IMUX12,16,6,6,11,2,D
RMUX70,16,6,IMUX20,16,6,4,11,2,D
RMUX64,16,6,IMUX28,16,6,3,11,2,D
RMUX76,16,6,IMUX36,16,6,5,11,2,D
RMUX70,16,6,IMUX44,16,6,4,11,2,D
RMUX34,16,6,IMUX48,16,6,7,10,2,D
RMUX52,16,6,IMUX48,16,6,1,11,2,D
RMUX16,16,6,IMUX56,16,6,4,10,2,D
RMUX49,15,6,RMUX06,16,6,5,8,2,D
RMUX74,15,6,RMUX12,16,6,2,8,2,D
RMUX74,14,6,RMUX18,16,6,3,8,2,D
RMUX79,19,6,RMUX24,16,6,0,8,2,D
RMUX31,14,6,RMUX30,16,6,3,8,2,D
RMUX08,15,6,RMUX42,16,6,2,8,2,D
RMUX56,15,6,RMUX42,16,6,5,8,2,D
RMUX32,16,4,RMUX42,16,6,0,9,2,D
RMUX61,14,6,RMUX54,16,6,3,8,2,D
RMUX13,15,6,RMUX54,16,6,5,8,2,D
RMUX38,14,6,RMUX60,16,6,3,8,2,D
RMUX91,15,6,RMUX72,16,6,2,8,2,D
RMUX43,15,6,RMUX78,16,6,5,8,2,D
RMUX91,15,6,RMUX78,16,6,2,8,2,D
RMUX19,16,3,RMUX78,16,6,1,9,2,D
RMUX92,16,3,RMUX84,16,6,1,9,2,D
RMUX20,18,6,RMUX90,16,6,6,7,2,D
RMUX64,16,7,IMUX00,16,7,3,11,2,D
RMUX58,16,7,IMUX08,16,7,2,11,2,D
RMUX70,16,7,IMUX24,16,7,4,11,2,D
RMUX94,16,7,IMUX32,16,7,8,11,2,D
RMUX16,16,7,IMUX52,16,7,4,10,2,D
RMUX46,16,7,IMUX52,16,7,0,11,2,D
RMUX01,16,7,RMUX00,16,7,4,7,2,D
RMUX49,18,7,RMUX06,16,7,6,7,2,D
RMUX74,14,7,RMUX12,16,7,3,8,2,D
RMUX74,15,7,RMUX12,16,7,2,8,2,D
RMUX26,20,7,RMUX12,16,7,1,8,2,D
RMUX02,16,4,RMUX18,16,7,1,9,2,D
RMUX31,14,7,RMUX24,16,7,3,8,2,D
RMUX55,16,5,RMUX24,16,7,0,9,2,D
RMUX79,18,7,RMUX24,16,7,6,7,2,D
RMUX31,14,7,RMUX30,16,7,3,8,2,D
RMUX56,15,7,RMUX36,16,7,5,8,2,D
RMUX56,15,7,RMUX42,16,7,5,8,2,D
RMUX49,16,7,RMUX48,16,7,4,7,2,D
RMUX43,18,7,RMUX78,16,7,6,7,2,D
RMUX91,16,7,RMUX90,16,7,4,7,2,D
RMUX94,16,8,IMUX00,16,8,8,11,2,D
RMUX16,16,8,IMUX24,16,8,4,10,2,D
RMUX10,16,8,IMUX40,16,8,3,10,2,D
RMUX70,16,8,IMUX56,16,8,4,11,2,D
RMUX25,16,4,RMUX06,16,8,2,9,2,D
RMUX26,19,8,RMUX12,16,8,0,8,2,D
RMUX26,15,8,RMUX18,16,8,5,8,2,D
RMUX50,16,12,RMUX18,16,8,6,9,2,D
RMUX08,15,8,RMUX42,16,8,2,8,2,D
RMUX43,16,8,RMUX42,16,8,4,7,2,D
RMUX61,15,8,RMUX48,16,8,2,8,2,D
RMUX13,15,8,RMUX54,16,8,5,8,2,D
RMUX67,16,8,RMUX66,16,8,4,7,2,D
RMUX43,15,8,RMUX72,16,8,5,8,2,D
RMUX43,19,8,RMUX72,16,8,0,8,2,D
RMUX43,15,8,RMUX78,16,8,5,8,2,D
RMUX92,16,5,RMUX84,16,8,1,9,2,D
RMUX91,16,8,RMUX90,16,8,4,7,2,D
RMUX16,16,9,IMUX00,16,9,4,10,2,D
RMUX94,16,9,IMUX44,16,9,8,11,2,D
RMUX28,16,9,IMUX52,16,9,6,10,2,D
RMUX49,19,9,RMUX06,16,9,0,8,2,D
RMUX74,15,9,RMUX12,16,9,2,8,2,D
RMUX08,15,9,RMUX42,16,9,2,8,2,D
RMUX56,15,9,RMUX42,16,9,5,8,2,D
RMUX61,15,9,RMUX48,16,9,2,8,2,D
RMUX38,14,9,RMUX60,16,9,3,8,2,D
RMUX43,15,9,RMUX72,16,9,5,8,2,D
RMUX43,18,9,RMUX72,16,9,6,7,2,D
RMUX43,19,9,RMUX72,16,9,0,8,2,D
RMUX91,16,9,RMUX90,16,9,4,7,2,D
RMUX74,15,10,RMUX12,16,10,2,8,2,D
RMUX26,18,10,RMUX12,16,10,6,7,2,D
RMUX26,15,10,RMUX18,16,10,5,8,2,D
RMUX43,15,10,RMUX72,16,10,5,8,2,D
RMUX43,18,10,RMUX78,16,10,6,7,2,D
RMUX68,15,10,RMUX84,16,10,2,8,2,D
RMUX46,16,11,IMUX04,16,11,0,11,2,D
RMUX16,16,11,IMUX08,16,11,4,10,2,D
RMUX94,16,11,IMUX12,16,11,8,11,2,D
RMUX16,16,11,IMUX24,16,11,4,10,2,D
RMUX46,16,11,IMUX36,16,11,0,11,2,D
RMUX70,16,11,IMUX40,16,11,4,11,2,D
RMUX28,16,11,IMUX48,16,11,6,10,2,D
RMUX49,19,11,RMUX06,16,11,0,8,2,D
RMUX02,16,8,RMUX12,16,11,1,9,2,D
RMUX26,20,11,RMUX12,16,11,1,8,2,D
RMUX56,15,11,RMUX42,16,11,5,8,2,D
RMUX32,16,8,RMUX42,16,11,1,9,2,D
RMUX13,19,11,RMUX48,16,11,0,8,2,D
RMUX13,15,11,RMUX54,16,11,5,8,2,D
RMUX61,15,11,RMUX54,16,11,2,8,2,D
RMUX43,20,11,RMUX78,16,11,1,8,2,D
RMUX92,16,8,RMUX84,16,11,1,9,2,D
RMUX92,16,11,RMUX90,16,11,5,9,2,D
RMUX04,16,12,IMUX00,16,12,2,10,2,D
RMUX46,16,12,IMUX04,16,12,0,11,2,D
RMUX88,16,12,IMUX04,16,12,7,11,2,D
RMUX10,16,12,IMUX08,16,12,3,10,2,D
RMUX16,16,12,IMUX08,16,12,4,10,2,D
RMUX64,16,12,IMUX12,16,12,3,11,2,D
RMUX04,16,12,IMUX16,16,12,2,10,2,D
RMUX94,16,12,IMUX20,16,12,8,11,2,D
RMUX04,16,12,IMUX24,16,12,2,10,2,D
RMUX40,16,12,IMUX36,16,12,8,10,2,D
RMUX46,16,12,IMUX36,16,12,0,11,2,D
RMUX40,16,12,IMUX44,16,12,8,10,2,D
RMUX94,16,12,IMUX44,16,12,8,11,2,D
RMUX04,16,12,IMUX48,16,12,2,10,2,D
RMUX46,16,12,IMUX48,16,12,0,11,2,D
RMUX64,16,12,IMUX48,16,12,3,11,2,D
OMUX07,16,12,IMUX52,16,12,1,9,2,D
RMUX70,16,12,IMUX52,16,12,4,11,2,D
RMUX58,16,12,IMUX56,16,12,2,11,2,D
RMUX26,19,12,RMUX12,16,12,0,8,2,D
RMUX19,16,12,RMUX18,16,12,4,7,2,D
RMUX43,18,12,RMUX72,16,12,6,7,2,D
RMUX20,18,12,RMUX90,16,12,6,7,2,D
RMUX70,17,1,IMUX00,17,1,4,11,2,D
RMUX70,17,1,IMUX04,17,1,4,11,2,D
RMUX94,17,1,IMUX04,17,1,8,11,2,D
RMUX64,17,1,IMUX12,17,1,3,11,2,D
RMUX82,17,1,IMUX12,17,1,6,11,2,D
RMUX34,17,1,IMUX16,17,1,7,10,2,D
RMUX94,17,1,IMUX20,17,1,8,11,2,D
RMUX64,17,1,IMUX28,17,1,3,11,2,D
RMUX70,17,1,IMUX28,17,1,4,11,2,D
RMUX76,17,1,IMUX28,17,1,5,11,2,D
RMUX82,17,1,IMUX28,17,1,6,11,2,D
RMUX04,17,1,IMUX44,17,1,2,10,2,D
RMUX70,17,1,IMUX48,17,1,4,11,2,D
RMUX88,17,1,IMUX52,17,1,7,11,2,D
RMUX22,17,1,IMUX56,17,1,5,10,2,D
RMUX01,15,1,RMUX00,17,1,3,8,2,D
RMUX49,19,1,RMUX06,17,1,6,7,2,D
RMUX74,16,1,RMUX18,17,1,2,8,2,D
RMUX26,19,1,RMUX18,17,1,6,7,2,D
RMUX26,20,1,RMUX18,17,1,0,8,2,D
RMUX31,15,1,RMUX24,17,1,3,8,2,D
RMUX31,14,1,RMUX30,17,1,4,8,2,D
RMUX31,17,1,RMUX30,17,1,4,7,2,D
RMUX07,17,5,RMUX30,17,1,6,9,2,D
RMUX79,18,1,RMUX30,17,1,5,7,2,D
RMUX13,18,1,RMUX48,17,1,5,7,2,D
RMUX61,16,1,RMUX54,17,1,2,8,2,D
RMUX55,17,1,RMUX54,17,1,4,7,2,D
RMUX37,17,5,RMUX54,17,1,6,9,2,D
RMUX67,17,1,RMUX66,17,1,4,7,2,D
RMUX86,21,1,RMUX66,17,1,1,8,2,D
RMUX91,15,1,RMUX72,17,1,3,8,2,D
RMUX91,16,1,RMUX78,17,1,2,8,2,D
RMUX46,17,2,IMUX08,17,2,0,11,2,D
RMUX70,17,2,IMUX20,17,2,4,11,2,D
RMUX40,17,2,IMUX24,17,2,8,10,2,D
RMUX70,17,2,IMUX24,17,2,4,11,2,D
RMUX16,17,2,IMUX32,17,2,4,10,2,D
RMUX70,17,2,IMUX32,17,2,4,11,2,D
RMUX40,17,2,IMUX36,17,2,8,10,2,D
RMUX04,17,2,IMUX40,17,2,2,10,2,D
RMUX40,17,2,IMUX40,17,2,8,10,2,D
RMUX04,17,2,IMUX48,17,2,2,10,2,D
RMUX10,17,2,IMUX52,17,2,3,10,2,D
RMUX70,17,2,IMUX52,17,2,4,11,2,D
RMUX49,19,2,RMUX00,17,2,6,7,2,D
RMUX49,21,2,RMUX00,17,2,1,8,2,D
RMUX74,15,2,RMUX12,17,2,3,8,2,D
RMUX50,17,2,RMUX12,17,2,1,9,2,D
RMUX26,19,2,RMUX12,17,2,6,7,2,D
RMUX74,16,2,RMUX18,17,2,2,8,2,D
RMUX26,21,2,RMUX18,17,2,1,8,2,D
RMUX79,18,2,RMUX24,17,2,5,7,2,D
RMUX61,14,2,RMUX48,17,2,4,8,2,D
RMUX13,20,2,RMUX48,17,2,0,8,2,D
RMUX91,14,2,RMUX72,17,2,4,8,2,D
RMUX43,21,2,RMUX78,17,2,1,8,2,D
RMUX20,21,2,RMUX84,17,2,1,8,2,D
RMUX91,17,2,RMUX90,17,2,4,7,2,D
RMUX70,17,3,IMUX00,17,3,4,11,2,D
RMUX34,17,3,IMUX04,17,3,7,10,2,D
RMUX52,17,3,IMUX08,17,3,1,11,2,D
RMUX04,17,3,IMUX24,17,3,2,10,2,D
RMUX82,17,3,IMUX36,17,3,6,11,2,D
RMUX88,17,3,IMUX36,17,3,7,11,2,D
RMUX58,17,3,IMUX44,17,3,2,11,2,D
RMUX40,17,3,IMUX60,17,3,8,10,2,D
RMUX76,17,3,IMUX60,17,3,5,11,2,D
RMUX01,13,3,RMUX00,17,3,5,8,2,D
RMUX49,20,3,RMUX00,17,3,0,8,2,D
RMUX49,20,3,RMUX06,17,3,0,8,2,D
RMUX50,17,6,RMUX12,17,3,5,9,2,D
RMUX26,19,3,RMUX12,17,3,6,7,2,D
RMUX26,20,3,RMUX12,17,3,0,8,2,D
RMUX19,17,3,RMUX18,17,3,4,7,2,D
RMUX79,18,3,RMUX30,17,3,5,7,2,D
RMUX61,16,3,RMUX48,17,3,2,8,2,D
RMUX49,17,3,RMUX48,17,3,4,7,2,D
RMUX38,15,3,RMUX60,17,3,3,8,2,D
RMUX91,15,3,RMUX72,17,3,3,8,2,D
RMUX43,20,3,RMUX72,17,3,0,8,2,D
RMUX91,17,3,RMUX90,17,3,4,7,2,D
RMUX04,17,4,IMUX00,17,4,2,10,2,D
RMUX70,17,4,IMUX00,17,4,4,11,2,D
RMUX64,17,4,IMUX08,17,4,3,11,2,D
RMUX88,17,4,IMUX12,17,4,7,11,2,D
RMUX52,17,4,IMUX24,17,4,1,11,2,D
RMUX94,17,4,IMUX36,17,4,8,11,2,D
RMUX64,17,4,IMUX44,17,4,3,11,2,D
RMUX88,17,4,IMUX48,17,4,7,11,2,D
RMUX01,13,4,RMUX06,17,4,5,8,2,D
RMUX01,16,4,RMUX06,17,4,2,8,2,D
RMUX49,20,4,RMUX06,17,4,0,8,2,D
RMUX49,21,4,RMUX06,17,4,1,8,2,D
RMUX74,16,4,RMUX12,17,4,2,8,2,D
RMUX26,20,4,RMUX12,17,4,0,8,2,D
RMUX08,16,4,RMUX42,17,4,2,8,2,D
RMUX61,13,4,RMUX48,17,4,5,8,2,D
